,reviews.text,reviews.doRecommend
895,The best streaming device of all the ones i have tried.,True
896,Bright backlight- amazing controls + Kindle features,True
897,"I had a Kindle before and then for reasons unfathomable to me, the Kindle seemed to erase everything when I had unexpected trouble logging in with my password. That was the end of the Kindle. Then I splurged on a Fire and bam, everything came back even better than before.",True
898,this was such a super deal i bought 2. they work very well and you could not beat the price. i would definately recommend to a friend,True
899,"I got this on black Friday for $35. For the price I wasn't expecting much. Let me tell you it exceeded my expectations. I was only wanting this to play music, but I have been checking my email, browsing the web, using Bluetooth for music. Its amazing. It can go the whole day on one charge. You will defiantly want a SD card for it! It rarely lags and is pretty fast too. Only thing I don't like is the ads on lock screen (you can pay 15 more to remove them)",True
900,I had trouble with the device interfering with my internet connection. It would cause my wifi to disconnect. I could not toggle between the device and other devices. After I figured it out it works fine,False
901,I BOUGHT THIS FOR MY SON TO USE TO WATCH VIDEOS & PLAY GAMES. I HAVEN'T BEEN DISSAPOINTED AT ALL SO FAR. MONEY WELL SPENT.,True
902,I bought this for my room but my teenagers wint let me use it. They live. I'm thinking about getting another for myself,True
903,It was a gift. I have been told that they are enjoying it.,True
904,"The kids love it, so I'm very happy. that's all that matters to me",True
905,Nice product easy to use. Enjoy it very much watching shows with the family.,True
906,The fire tv does not display in 4k.. it processes in 4k but cant display 4k.. This is because of the dumb design.. It still has a 1.14 HDMI port.. you need at least a 2.0 dvd port to receive a 4k signal.. You wont be able to tell until you hit your tv display resolution.. there you will see it still displaying in 1080p.,False
907,"I love Apple, but this product is so much better than Siri, and really great for smart homes.",True
908,"A great tablet for our two youngest kids, at a great price!",True
909,#NAME?,True
910,it is a great product. I would recommend this to a friend,True
911,"The one thing i had an issue with,is I would leave my amazon speaker on playing since it's always listening. But,at times it would just cut off by itself,without my command. Another issue would be if I'm on the phone and what I'm saying may sound close to the command according to the speaker itself, it would automatically light up for me to command it to do something. Don't know if i like the idea of it listening all the time.",False
912,Easy to work no issues my daughter loves it and my 6 year old loves it too,True
913,Perfect for my four year old daughter w/ geek squad protection,True
914,"This is an amazing tablet for the value price. It has gone beyond my expectations. These operate fast and efficiently. The screen clarity is excellent. Photos aren't as clear as they could be, but for the price they are wonderful. These are an excellent purchase!",True
915,My son's and daughter love it. They don't have a hard time understanding how to use it.,True
916,"I bought this Amazon Fire product for me to perform a basic web search, reading, and watch video online. It is a good product; however it does not have enough space to store videos.",True
917,We bought this for my Mother in Law for Mother's Day. She's not very tech but she's had no problem using.,True
918,"Works great for my 6 year old. Wanted an inexpensive tablet for himsince he can be pretty rough with things. So far so good, and we love the FreeTime app.",True
919,"Spots on both sides of the screen make it easy to move from page to page, both forwards and backwards. Light is great for both night and day reading.",True
920,"I have loved Kindles from the first time I turned one on. I now read about 12 books a year (that's a lot for me). I finally upgraded to the Paperwhite for the backlight feature. I take it with me everywhere in case I have an extended wait time somewhere. But I mostly use it in bed. The size makes it easy to hold. It's a lot better then holding a cumbersome book and doesn't hurt as much when I start to doze off and drop it on my face. I have set the text size big enough to read without my glasses, get in bed, turn on the backlight, and read in the dark. Good for reading in sunlight too. I only read books with my Kindle, so I didn't see the need to buy the Fire. And I only needed the Wi-Fi version (no 3G desired). I also didn't see the need to pay $80 more for the Voyage.",True
921,Great overall. Easy to use and navigate on. Charge the battery fully and it doesn't last long. Only used for nightly reading mostly and the battery needs to be charged daily. Not thrilled about that,True
922,Bought this nice kindle fire kids tablet for my 18 month son for a 6 hour road trip to LA and it did the job. I downloaded some movies and apps from Amazon to keep the little guy busy. He absolutely loved it and best thing is the case it's very durable. Plus with 2 year guarantee if anything happens they'll replace it for free. We both love it!,True
923,My son likes the tablet well enough. He really only watches videos and plays games on it.,True
924,"I use to login to my computer and search, now I just ask Alaxa and have an answer soon than I could type",True
925,Got this for my Neice she loves it. I had previously purchased one for my Mother.,True
926,"I can't tell you how much enjoyment I have received from just listening to the music , and meditation program.Once you understand all of the functions, it is wonderful, most of all if you are housebound.",True
927,great tablet well worth the price which was a deal on black friday,True
928,MY KIDS HAD MONEY AND BOUGHT THEM FOR $33 ON SALE BEFORE CHRISTMAS AND THEY LOVE THEM. THEY ARE GREAT AND FAST TABLETS,True
929,Alexa is utilized by the whole family from morning to night.,True
930,Love Alexa. Dependent upon good wifi. When it works it is a great item.,True
931,"I really like the Echo, but be warned that you are still very dependent on your iPad to get the most out of your purchase, especially as it relates to music.",True
932,Quad core processing and the extra RAM makes this device really fast and the GUI makes it easy to use.,True
933,I bought this for my 79 year old mother. It works great and provides some info as well as entertainment. I wish it could dial her iPhone for her. Maybe next version...,True
934,Excellent product and makes reading books very easy. Very light and allows you to have access to numerous books on the go. The E-paper display makes reading really enjoyable and does not suffer from glare and the harsh back light from the displays on phones and tablets,True
935,Great price great product would recommend this gift,True
936,"Really easy to use, nice size, works great, affordable price, extra card slot for storage, bright screen, good speakers, easy to download apps,",True
937,Bought this for myself at Christmas as a replacement for my older version. This one has clearer graphics but I find the build to be way cheaper and definitely a great deal thinner..felt to flimsy to me.,False
938,Great for kids. Bought it for my daughter for Christmas and she loves it. For the cost it is a great tablet.,True
939,Bought this tablet at my local store . The nephews love it,True
940,Got this for my 4 year old. Seems like a great tablet for a young kid to use. I'll edit this after Christmas when I give it to her.,True
941,"Keep up the good work, works fine with smart lights",True
942,"There were many questions unanswered, I think apple Siri is better.",False
943,"If your looking for a tablet to surf internet, facebook, emails, etc. than this is it. I can watch crystal clear movies through app Netflix/Infinity- live TV and shows. No tablet out there to beat this $39.99 product. So far so good!",True
944,This solved the problem of my daughter's lost kindle charger.,True
945,Good product. It is easy to use and it organized item very good.,True
946,I read a lot...enjoy this product while reading before bedtime.,True
947,"not a i-pad that's for sure, but doesn't meant I don't enjoy it. If you have amazon prime membership - this is a no brainer. its not so preciousness allows me pass it to others without the stress.",True
948,"When I just want to read, the Kindle Paperwhite is everything I need. It does not strain my eyes, so I can read longer if I want. The front lit screen is perfect in dim light. It is small, so I can take it with me easily. I send documents to it regularly and I prefer reading it than anything else!",True
949,the app for that does not work well i haven't used it that much just for news,True
950,It is good. I liked it. It is the best the very best how how I love it.,True
951,I was hoping to use Google launcher with this tablet but it is really locked down and you cannot change the launcher or the lock screen. Still cheap and fine for watching movies.,False
952,works as advertised. small and light. will along with my kindle fire.,True
953,Got my amazon fire table and love it. It's really easy to use .battery last long,True
954,"I bought this tablet for my three year old niece. It was easy to set up for her, and she loves it. I also purchased the Kids Free case, to protect it.",True
955,"This is a great tablet for us seniors because it is not overly complicated to use. The 7"" screen is just the right size for old eyes. This amazon tablet is perfect for most things we need to use a tablet for. The batteryseems to last a long time. It is a great buy.",True
956,Bought for my wife. Great product. Easy to set up and use.,True
957,Love this ereader; very convenient. Very easy to use.,True
958,This has all I need and want. Great storage and speed.,True
959,having fun with it would tell a friend to try this one great sound,True
960,This device is wonderful and very handy. I really like this very much.,True
961,"Compared to all other 7 inch Tablets, this Amazon Fire Tab just outperforms them by miles. And yes you can add the Google Play Store without rooting the device.",True
962,Great if you like reading at night. Backlight works great.,True
963,This is the third kindle i have purchased they ate easy to operate,True
964,"I love it. Can ask about weather, recipes, directions everything I use.",True
965,"Highly recommend. Even my 2 year old loves it, she likes hearing songs I have taught her.",True
966,I couldn't read on my kindle outside so I got the paperwhite. Problem solved.,True
967,Proved to be an excellent Christmas gift for both grandkids. They love it,True
968,So far the best streaming box out there you can easily download third party apps and run Kodi etc... Can't beat it,True
969,I absolutely love my amazon fire it is very user friendly. I bought one for my parents and used theirs so much I decided to buy one for myself as well.,True
970,I got this for my mother who isn't very tech savvy as I needed to get her something to get use to touch screens and smart devices. Its fairly user friendly and she is doing well with it.,True
971,This product was extremely easy to set up and use. The whole family enjoys asking questions and the clarity of the speaker is great. We love the ability to link it to other smart products throughout the house.,True
972,First of all i like the price !!! Faster and take good photos,True
973,This tablet comes with a camera and takes good pictures. It's light in weight which makes it great for reading. This tablet is fast.,True
974,"I bought this hoping to get a responsive android streamer, but was disappointed with the performance and the ""4k"" that was somewhat limited. I decided to return this and get an Nvidia Shield, which offers more value, instead.",False
975,"I own a business in finance and need to read a lot on varied subjects. the kindle enables me to find referenced books and download them in a few seconds. I haven't tried but apparently you can even upload your own pdfs. The fonts and screen resolution and lighting are extremely pleasant, and it is easier to hold than a book. I removed 1 star because the highlighting and note taking systems can get laggy, images are sometimes hard to zoom on, and you can't copy paste a quote. But overall because of the access and convenience it offers I highly recommend it.",True
976,"The Amazon warranty of this product is great for a reason, it needs to be because they have to keep replacing it. I had two that died within weeks and every single one has broken the screen.",False
977,Reliable with great memory and storage. Excellent battery life. Would recommend to young and old.,True
978,This is a great starters tablet. Easy to use and compact.,True
979,Bought it for my nephew and he loves it;his old one was slow and the space for bigger apps was limited.Good parental controls.,True
980,"I am a teacher and was looking for an inexpensive way for my students play educational games. So far, they are working as I hoped.",True
981,I bought this item as a gift and I've heard great things about the paper white Kindle. I'm thinking about getting one myself!,True
982,"We like the convenience that the echo offers but it seems to fall down on some things. For example, store hours are often not available when asked. Wondering if the Google Home wasn't the way to go.",False
983,"I debated between the tap and echo, and this went on sale just before Xmas for such a great price at Best Buy. That helped to make up my mind pretty quickly!",True
984,"I traded this in after receiving a 7"" at Christmas and I am happy I did. I love the size of the screen for reading my books (which I have too many of) and a great size for watching movies. I do wish I had the capability to use internet when I am away from home, yet other than that, this is a great buy.",True
985,It's like having a tablet with your own library right at your disposal,True
986,Love the paperwhite! Best Kindle yet. easy on the eyes!,True
987,This is the best Kindle I have ever used. This is way better than the Kindle Fire HD which I also own.,True
988,"I got this tablet for Christmas and only used it for one day. The next day I could not use it, it keep glitching. When I got it, the box was opened and it had an inspect sticker on the box, I guess that is what Best Buy does. I think someone switched it out. I took it back to Best Buy to see if someone could fix it and they said it would be $200 to fix or call Amazon. Why would I pay $200 to fix a tablet that was $40. Amazon is replacing my defected one for free after many attempts to fix it.",False
989,"Bought this to use to read my textbook on trips when I didn't want to carry my laptop. Fits what I needed perfectly. Lightweight, and the battery is lasting a long time. Easy to set up.",True
990,I had previously purchased the fire stick. It works good and had what you need. I bought the TV model. It's super fast. I love it and would highly recommend it!,True
991,Purchased as a secondary tablet to my iPad so that I could have an inexpensive one to use that I didn't have to worry about ... Easy to set up & has great speed.. Like that it has expandable memory!,True
992,Probably the best priced tablet on the market. Works well.,True
993,the reason i purchase the item because she love to watch movies on her phone.,True
994,For the price the tablet can not be beat. I use this over my ipads that i have. There is nothing i cant do with this tablet,True
995,The kindle fire is so handy and easy to use.We own 4,True
996,"Bought for my wife for mothers day, as she wanted something to read in the sunshine this summer, and it performs amazingly in that respect. We have iPads and regular Kindle Fire units (the kids), but only this one can be read in any light, any time of day. Only 4 stars as I'm not sure why terribly more expensive than the Fire units, but it solves for those who like to read under sunlight at the beach or by the pool, couldn't be clearer.",True
997,"NICE TABLET, BUT IT WANTS YOU TO PUT ALL YOUR BILLING INFORMATION IN AND A CREDIT CARD TO DO ALL PURCHASES. IS A HASSLE TO PULL UP PROGRAMS BECAUSE OF THIS. GOOD FOR A CHILD.",True
998,Love it use it for watching tv and listening to music.,True
999,"I broke my Kindle Voyage after almost two years. My heart was as broken as the glass cover!After looking at the latest line of Kindles I decided to try the latest Paperwhite as it had the same screen resolution and was a lot cheaper. Plus, a white model to match my other white/silver gadgets! It does have a few less LEDs for backlighting, no flush glass cover (but that is what broke), no auto-adjusting light (that never quite worked anyway), squeezy sides, and a tiny bit heavier/bigger than the Voyage. The Voyage also has had no hardware updates since it was released and the new crazy-expensive Kindle uses leather and has no not-leather option for people who don't like their high tech wrapped in animal skins. So instead of saving up for a while and reading on my phone, I sprung for the Paperwhite.I've been using this for about a month and the quality has impressed me. I don't miss the glass cover as much as I thought I would, although sometimes pet hair will get caught between the bezel and the screen and need to be pulled out. The screen is great, doesn't clash with the white casing, and although not quite as even a backlight as the Voyage, still much better value for what you get. The software is essentially the same, and Amazon has been slowly improving Kindle software for all the recent models.If you like Amazon for books, I highly recommend this Kindle. You can't beat it for price/value and it really doesn't feel any heavier even after an hour or two curled up with your books.",True
1000,"Both the Nook and Kindle are. Easy on the eyes but the Kindle is able to get books from many sources""",True
1001,"This was a great gift for my niece. She's 7, and she loves it. A lot of games, videos, movies, books... The tablet fits everywhere, and the price is great!",True
1002,I love this kindle paperwhite. I can read it anywhere especially the beach.,True
1003,I bought this for my 3 and 2year old and it works the same as a free time tablet but for a fraction of the price,True
1004,Wow factor only limited by your inquisitive mind love it,True
1005,"Has so many games for the kids to choose from, I love that I can make different profiles for each kid to limit what they play",True
1006,The Fire is a great tablet for beginners. It is easy to use and it works perfect for me.,True
1007,I love my Kindle. I like the fact that I can read books or go onto the Internet to look up my news. Definitely can not beat the low price for everything it does.,True
1008,"You can not block Bing and it shows ""trending now"" News content. This can not be deleted or blocked. It also types ahead and adds content.",False
1009,I took it back the day after purchasing it. The screen looks like you are scrolling through old news print. Blacks out each moment you move it. I thought it was a defect but nope. According to the geek squad that's just the way it is now :(,False
1010,for those of us that truly just want to read literature and do not necessarily need to browse the web this is a must have.,True
1011,"Not a bad tablet, BUT not an amazing tablet. It costs 50 dollars for a reason. It is a basic tablet, kind of like having a bigger iPhone 3, if you get the reference.",True
1012,I really wanted this as a Christmas present however it's nothing like the ads. Alexa works sometimes and then not. I can't get her to play music or listen to the radio through her. Very disappointed. Plan on taking it back.,False
1013,"This does everything. So worth it. For the price and compared to more expensive, it holds it's own. Compact, fast, amazing....and check the price!",True
1014,Worked as expected and can use my old docking station,True
1015,"For the price, it is so worth it! We have about 6 devices on our wifi and this is the fastest one out of the bunch! Lightning speeds and no wait time to download anything. You get movies, tv shows, music, NETFLIX!...Get Amazon prime too! So worth it!",True
1016,I HAVE NOTHING BUT GOOD THINGS TO SAY. I HAVE HAD NO PROBLEMS WITH THE TABLET AND IT KEEPS A GREAT CHARGE. GOT IT FOR A GREAT PRICE!,True
1017,Really enjoy our day to day interactions with Alexa,True
1018,"I will start with the disclaimer, I am not an Amazon Prime member. I have a feeling this tablet really roars around within the AP environment. Instead, I purchased it to watch YouTube videos, Netflix and Hulu shows, read a few digital books, and maybe other stuff down the road. Yes, there is an app for Hulu and Netflix and YouTube. But the Netflix app stopped seeing my memory card and a reinstall didn't fix it. This means I can't download videos to the 64 GB card I bought.I figured, I should be able to move files back and forth - but that doesn't work. No way to move the content to the card. So I have 64 GB unusable for Netflix and am stuck loading on the 8GB internal memory. When I take this thing on the road, I will have to rely on wifi to replenish titles along the way.The picture is good, though, bright enough and clear. Sound is just ok and I am disappointed by the top volume through both the speaker and the headphone jack - it barely cuts above the fans from my AC. I plan on adding a Bluetooth speaker at some point, but am guessing I will run into a similar issue - how to get more volume.At $50, I am plenty happy with the device, but it should use Android aps better. I know Amazon wants me on prime, but I should still get the best experience possible.",True
1019,Great tablet for the price. If you have Amazon prime it's even better,True
1020,"I bought it cause I wanted to read more. That didn't happen, I tried and I just can't read on devices I need old school paper between my hands",False
1021,Great price. Fantastic gift! I would recommend this for a gift for all ages.,True
1022,Absolutely love my new Kindle Voyager. Lightweight and compact size makes it easier to carry with me everywhere I go. Wish I had bought one sooner.,True
1023,"It's nice to have parental controls, but app grouping and bugs with apps hurts the experience. Parents will still need to look over child's shoulder to ensure games/apps are appropriate. Battery life is absolutely terrible.",False
1024,This is a great product I love the amazon Alexa. Must have if you want a smart house,True
1025,"These are great little tablets when you get a working one. I had to call Amazon to return 3 times because they kept sending new faulty ones. Dead pixels on 3 out of 5 fires and also the screen had yellow tint and looked blown up or zoomed in making the text blurry. I had to keep 2 of the yellow tinted ones because that was better than dead pixels. I just ordered 2 more fires and hoping I don't get the same problems.Other than that they work super fast and the feel is sturdy and of high quality and makes it feel better in your hand than an iPad mini. We love this fire! *I have a transformer, iPad mini retina, Sony Reader, kindle hd 8.9, a note 4, a Sony z3, iPhone 6s, Galaxy s3 and s4 and LG G4 to compare with.Overall, this tablet is the perfect size and will not disappoint. And the new OS is much nicer than the older kindles.",True
1026,"Bought this for my 3 year old and she loves it, it's perfect for her and if it breaks it wasn't an expensive device! Well worth it",True
1027,"I love kindle paper white , as it is lightweight , and the feeling is the same as reading a book because of the background color ,",True
1028,"I have the first version, and I can't wait to see my son face when he gets for Christmas",True
1029,One of the best purchases or investments you could make for technology.,True
1030,Very happy with the firestick. Does everything that I expected.,True
1031,"excellent picture quality, it does not froze at all.",True
1032,Love this product has so many movies old to new as well as tv shows tv episodes. Its super.,True
1033,Lots of good features for the Amazon member. Tablet is nice and fast.,True
1034,Our grand kids really love this tablet and it has a lot of app options.,True
1035,i upgraded from an older kindle that wasn't backlit. The quality and ease of use is much better and I love the backlit feature!,True
1036,Great small size tab that easy to keep up with. Not too big and not too small,True
1037,We got this tablet for my son and it has been a great fit. The screen is sharp but the tablet is a little sluggish. Considering the price and that it is intended for children I think it is great.,True
1038,This works great. I read a LOT and I needed something that would handle all my eBooks. It has all the other bells and whistles as any tablet but I use it for the eBooks and one game. Excellent!,True
1039,"I looked at the reviews and they varied greatly. I didn't want an electric sharpener, so my choices were very limited. This pencil sharpener is adequate and suits my needs because I don't use pencils very often, but it is very slow and sounds like it's straining.",False
1040,This is one of the best products I use in such a long time not only you could watch live television and movies you can catch up with the shows do you like both international and domestic,True
1041,"I have been watching the reviews online and checking with friends that have purchased the Echo to see how much they liked or disliked its features. Last person I talked to went on and on about all the things there were using it for and that persuaded me it was time and Amazon Prime Day was the perfect opportunity to go for it. Amazon did a fantastic job of creating this tubular info-taining command center! There are so many cool and awesome things its able to do that I'll hit the highlights that work for our household. First, we love that it follows your voice in the room (the circle lighting will show which direction it is 'listening'), the speaker is wonderfully balanced, so whether listening to music, the news or to Alexa speaking, I have nothing but high marks for its sound quality, given its size. Next, set up (after downloading the app to our iPhones) was quick, easy and very intuitive. The more you look over the app, the more you will realize a world of 'skills' that the unit is able to perform once they are turned on and you master the right sequence of keywords to initialize them. We've added things to shopping lists, while asking about the weather and our calendar of events and then asked Alexa to change the temp of our Nest thermostats in various parts of the house, simply by saying her name and then our commands, sometimes sitting in the living room or simply pass through - she is always there listening and ready. We've ordered some LED programmable lights and I can hardly wait for Alexa to help set the mood in the house, room to room, all from a simple voice request. Even though we are fairly tech savvy and have phone, tablets and watches that can control devices, its HUGE to just ask for something and a pleasant voice setting it in motion.I am a regular Amazon Prime shopper and reviewer, if my review helped you in making up your mind about whether to purchase the Echo, please mark the Helpful button, it tells Amazon that folks are in fact reading reviews like this. Thanks!",True
1042,"Great tablet for kids and adult, it had parental control as well as amazon apps",True
1043,This FireTV is amazing in the way it can turn any tv into a smart tv. It is quick and responsive. We only using it for its streaming capabilities but so much more can be done with it. We also own a Firestick and they both seem the same for performance. So if you only plan on using its streaming capabilities you might want to look into the cheaper firestick.,True
1044,"For me, the Amazon Fire TV is an amazing way to hook up with my favorite Netflix and Amazon Prime shows or explore other streaming sources. So easy to use. No more ""hunt and peck"" input for searching for the show I want to watch. I simply push a button, say the name of my fav show and it comes up on the screen. I love it so much, I bought one for both of my TV's!",True
1045,"We needed this Amazon Fire- TV in order to watch Amazon Prime on our new smart TV, which we also bought at Best Buy, It was easy to set up and works great, but it didn't come with a connecting cord and the salesman didn't say it needed one. Had to make a trip back next day.",True
1046,Great reader for reading in bed. Light weight easy to use.,False
1047,im an avid reader. this device it fantastic. sure beats carrying a book around.,True
1048,Very easy to set up and begin using. Live fire stuck and fire stick tv,True
1049,I love the voice command and online resources !!!!,True
1050,This was the perfect gift for my mom and she loves it so much. She reads like crazy and this does not hurt her eyes like other devices. Great product and recommended for anyone who reads at all!,True
1051,Great and super for reading and graphics are clear a concise,True
1052,Bought this as a gift for someone and they love it! so many commands and uses for this device,True
1053,"I absolutely love the amazon fire tv! I have a 4K ultra HD television as well as Amazon Prime and the picture quality comes in super clear. It's just amazing! I have the firestick as well but the fire tv has better picture quality, especially if you have a 4K tv!",True
1054,"I was in need of a new small speaker for music in the kitchen. The Echo has been a surprisingly awesome addition to my home. You know that best friend in college you listened to music with who had the most extensive selection of bootleg cassette tapes you had ever seen? With my prime account through Amazon, I have spent countless hours playing music long forgotten. ""Amazon, play {insert artist here}..."" and I am reconnected to old music and exposed to new. I love asking Amazon about the weather while making my coffee. The sound quality is fantastic. There is so much that the Echo can do that I have yet to explore. I started using the grocery list this morning and feel like there is more and more to get out of my Echo. I will be buying an Echo for my folks soon- and my teenagers love it. 5 stars!",True
1055,Works great! Super fast and does everything one would want.,True
1056,"I purchased these tablets for my grandchildren. They are young and do not need anything fancy. So, knowing these tablets are simple and easy to use for young children was the right one to purchase. They are very happy with the tablets and it is easy for them to understand and use. Excellent purchase.",True
1057,This is not only fun to use but extremely handy to have around the house.,True
1058,"It's fun for the family to use Echo. Alexa has been of help to answer questions that the kids ask, many times related to their homework. Also, works great with 3rd party products, like Nest's. Will keep getting better and better over time, as more content/ data and integration becomes available for Alexa.",True
1059,Great little tablet to travel with even for non-tablet types like myself. It can lag at times depending on what you are doing but great for the $33 I gave for it during the Thanksgiving sales,True
1060,My 10yr old loves it . He stays on the pad for hours and never get bored ....,True
1061,"This is my first android tablet. It works pretty good though don't expect it to work like an iPad. The ads are extremely annoying, but that's not Best Buy's fault.",True
1062,I love having Alexa. We have 3 echo and one dot. Love that I turn off my lights.,True
1063,"Alexa is very easy to use. I just plugged it in, downloaded the companion app, and was surprised how much it could do with a few voice commands. I highly recommend it for beginners in home automation devices. The more I use it, the more intuitive​ it becomes. I am going to purchase one for my 86 yr old mother too.",True
1064,We bought this item to be a raffle prize for our Unions annual Holiday party. Winner was excited to get it. Black Friday week deals made it hard to pass up.,True
1065,"This tablet is great for books, audible books, music and all things Amazon. The included browser (Silk) is not the best. I purchased expanded memory (64GB SD card) for about $30 more and a cover for about $20. The biggest issue I have with this unit is that it is slow (when compared to an iPad) and it tends to freeze every so often. For about 2.5x more money, consider an iPad instead.",False
1066,The tablet stop working after the second week. I couldnt find the receipt to return it. Its just beenCollecting dust,False
1067,All I wanted was a Kindle to read books. I got this instead!! Excellent choice because I can read books and do so much more!!,True
1068,I bought this for my 86 year old father. he loves it. finds it very easy to use,True
1069,We bought it two days before it went on sale for Christmas and Best Buy was excellent with price matching,True
1070,Love this Kindle paperwhite!! It is easily carried in my purse!!,True
1071,Slower that my iPad. Love it. Cheaper and better than my Kindle Paperwhite with much more storage. Also bought 128 micro SD card. Prime member and use it to download free with prime movies,True
1072,"Got this for my mother in law and it's awesome. She loves facebook, browsing the wed. It's the perfect size for carrying around in your purse. Love it!",True
1073,The best in the market as far as e-reader goes. The text is sharp with the new screen. The backlight are useful for reading at night without lights on. Integration with the Kindle store makes it very easy to instantly purchase and read the book.I have one small build quailty issue with the unit that I have. The left side of the Kindle creaks when I squeeze on it. Exchanged for a new unit but problem still persists (although not as bad).,True
1074,Once you learn how to use it you can have some fun with it plus it can be educational.,True
1075,I needed to replace my old Kindle reader. This gave me an inexpensive reader and a tablet. Screen quality is not as sharp as HD and contrast is not as good as I'd like. BUT it is a great deal and meets the need.,True
1076,better than I expect a and with Alexander is magical,True
1077,"Purchased this for my older son to be able to Skype with me over long distance. It is a great tablet and functions well for movies, games, and Skype.",True
1078,This tablet was bought for my 3 year old. He loves it and it's great. There is one caveat though. It is loaded with ads. Everytime the tablet is turned on or screen locked there are amazon ads. Because of this I now have a new 250.00 vacuum that was accidentally ordered. So make sure 1 click buying is disab k ed,True
1079,Bought for my nephew. He didn't know how to operate it. It is a little tricky. Would not recommend for a child,True
1080,Amazon Kindle pleased my lady !! She is very happy with the Kindle and with the GSP added im not worried about it crabbing out either.,True
1081,Gave as a Christmas gift. Recently learned that it stopped working within two weeks.,False
1082,We now have 2 of these in our home because we love this model kindle,True
1083,Got them as birthday presents for my grandsons and love them,True
1084,the best streaming player ever and super fast for you tube and netflix,True
1085,"I purchased two of these tablets, for my 10 and 11 year old daughters. They work great! Very good deal for the price.",True
1086,"I bought this for my daughter. It's a little limited in what it can do, but she loves it. She's a little too young to understand the games, but she loves watching cartoons on it.",True
1087,"The Echo is fun and informative, it is also easy to use. & it hears my voice from anywhere in the room.",True
1088,This tablet freezes a lot when using it. It started out working good and then it started freezing when playing games.,False
1089,good tablet for day to day use. Not for those who want HD everything but shows decent video in SD.,True
1090,For the price. You can't go wrong. If you're looking for something basic and don't want to spend a lot of money. Here's your tablet. Good for kids that will pretty much will ruin you're expensive ipad or something.,True
1091,I have been a Kindle reader for years now but this is the first device I have used with a backlight and I have to say the eye strain is lower and the reading experience better than ever. For a pure reading device I do not know how it could be better other than lowering the price tag.,True
1092,Wanted something small and this was perfect size .,True
1093,"Great for kids, bought both colors for two of my kids.",True
1094,The Amazon - Fire TV worked great our needs. It has all the features we liked.,True
1095,This device is fun with all the different apps you can use. Great speaker quality too.,True
1096,Purchased 5 of these for my grandkids ages from 4-9. They were all able to work the tablet easily.,True
1097,"Hard to use, Lots of ads, and Randomly closes apps",False
1098,Rather would have the fire stick as it is smaller and cheaper. I feel as though it has the same features.,False
1099,I got this because it is almost impossible to break,True
1100,use it everyday. enjoy reading using the Kindle Fire HD 10.,True
1101,Love this device!! Easy to set up and fun to use. Highly recommend.,True
1102,The device is very useful and entertaining but if you doesn't interact with the Internet like Siri.What you see in the commercial is what you get.,True
1103,i really like my fire it has a nice picture and is easy to operate,True
1104,It is a good cheap tablet. Lacks in performance but acceptable for price,True
1105,"Easy to use for a beginner and at a great LOW cost with many options for free or to purchase at a low cost. Never used a tablet before and LOVE it for at home or out and about where there is wi-fi available. Books, games, internet and more.....GREAT BUY!",True
1106,Alexa is amazing. Keeps me and my kids entertained for hours everyday.,True
1107,"I love the Amazon Echo. It's able to do so many things. I have started a smart home and it can control switches, lights, thermostat and much more. The speaker on the Echo is great. She can answer your questions, set alarms and kitchen timers, dim lights and play your favorite music.",True
1108,"I thought it would do more, eg. be able to integrate with my cell phone to make calls or send text messages",False
1109,"I read a lot, check emails and shop, that's all I want and need from a tablet and this one is awesome!",True
1110,Easy stocking stuffer or gift exchange. Reasonably priced also.,True
1111,"Worse graphics, won't keep a wireless connection,overall not satisfied",False
1112,"I never thought I would make the switch from actual books to electronic media but I don't regret it, not for one minute! With all the free books I have already downloaded I will be reading for a lo-o-o-o-o-o-ong time!! I'm adding new books every day and the options are endless! And....I don't have to have the light on at night to read in bed anymore! Love, love, love my Kindle!",True
1113,"it can answer very easy questions, but anything more advanced it does not understand. You have to be very specific, for example you can ask whats in a martini, but you cant ask how do I make a martini. Its got room for improvement.",True
1114,My kids love it & I like it 2 tanks and is really easy to use great product..,True
1115,I already had an iPad and just bought this to see what all the fuss was about. Haven't used it hardly ever.,False
1116,Brought this for my daughter she loves it. Really like that she can make her own profile for all her pbs kids and Disney jr apps.,True
1117,Still in the learning process--looking forward to more benefits!,True
1118,This item was purchased for my grandson and he Love's it,True
1119,Works as advertised. easy to use and easy to read.,True
1120,A gift for my elderly mother who complained about not being able to listen to music whenever she wanted. Now she can ask Alexa for just about anything and get an answer.,True
1121,I liked this item so much that I purchased 2 more as Xmas presents.,True
1122,Heard about this from a friend. Best Buy answered all my questions. Enjoy the product,True
1123,"I ended up getting this Fire for $35 on Black Friday for my youngest son. Great price and great product, easy to use and set up.",True
1124,Was ok till it fell off table landed flat face down the broke screen my granddaughter threw unit and didn't break but it fell then broke so what good is bumper on unit if that happens,False
1125,"I love this product , so nice to have for trips!!!",True
1126,This an awesome tablet for kids. My Grandson never wants to put it down. The case is great protection from drops.,True
1127,"Great for reading books, backlight is useful. Love being able to get library books on it. Not sure I'm a fan of the ads when the unit is asleep though..",True
1128,"The new Kindle Voyage is quite a step forward for the Kindle dedicated reader line. It is a beautiful device - almost like something from Apple. I like the lighted screen and the page forward and back ""buttons"" on the sides of the device. But it is rather pricey - not yet convinced it is worth the upcharge.",True
